school_name,street,postcode,easting,northing,web_site,school_group,maintain_status,lea_no,dcfs_no,_geom
The Oval Primary School,Whittington Oval,B33 8JG,413952,286945,http://www.theovalprimary.co.uk/,Primary,Community School,330,2447,"{""type"":""Point"",""coordinates"":[-1.79601039502822,52.4802632625437]}"
The Pines Special School,Dreghorn Road,B36 8LL,413525,289672,http://www.thepinesspecialschool.com/,Special,Community School,330,7045,"{""type"":""Point"",""coordinates"":[-1.80217314723293,52.5047893023723]}"
The Rosary Catholic Primary School,Bridge Road,B8 3SF,410227,287471,http://www.rosaryrc.bham.sch.uk/,Primary,Voluntary Aided School,330,3325,"{""type"":""Point"",""coordinates"":[-1.8508271721146,52.4850736389749]}"
The Shirestone Academy,Shirestone Road,B33 0DH,415849,286883,http://www.shirestn.bham.sch.uk/,Primary,Academy Sponsor Led,330,2058,"{""type"":""Point"",""coordinates"":[-1.76808173046515,52.4796634789992]}"
The University of Birmingham School,Weoley Park Road,B29 6QU,403674,281966,http://www.universityschool.bham.ac.uk/,Secondary,Free Schools,330,4014,"{""type"":""Point"",""coordinates"":[-1.94739566854013,52.4356738866091]}"
Thornton Primary School,Thornton Road,B8 2LQ,411778,288113,http://www.thornton.bham.sch.uk/,Primary,Community School,330,2192,"{""type"":""Point"",""coordinates"":[-1.8279797052133,52.490823195431]}"
Timberley Academy,Bradley Road,B34 7RL,415645,288803,http://www.timberleyacademy.co.uk/,Primary,Academy Converter,330,2195,"{""type"":""Point"",""coordinates"":[-1.77099588660564,52.496929878919]}"
Tiverton Academy,Tiverton Road,B29 6BW,404674,282846,http://www.tiverton.bham.sch.uk/,Primary,Academy Sponsor Led,330,2126,"{""type"":""Point"",""coordinates"":[-1.93266255883583,52.443578554451]}"
Topcliffe Primary School,Hawkinge Drive,B35 6BS,414091,291445,http://www.topcliffe.bham.sch.uk/,Primary,Community School,330,2273,"{""type"":""Point"",""coordinates"":[-1.79376020395235,52.5207141163063]}"
Town Junior School,Ebrook Road,B72 1NX,412453,295589,http://www.townj.bham.sch.uk/,Juniors,Academy Sponsor Led,330,2145,"{""type"":""Point"",""coordinates"":[-1.8177611356171,52.5580164228528]}"
Turves Green Boys' School,Turves Green,B31 4BS,402114,277845,http://frog.turvesgreenboys.bham.sch.uk/,Secondary,Community School,330,4188,"{""type"":""Point"",""coordinates"":[-1.97035500209825,52.398634693787]}"
Turves Green Girls' School and Technology College,Turves Green,B31 4BP,402255,278134,http://www.turvgng.bham.sch.uk/,Secondary,Foundation School,330,4187,"{""type"":""Point"",""coordinates"":[-1.96828090528503,52.4012233715257]}"
Turves Green Primary School,Northfield,B31 4BP,402211,278019,http://www.turvesgreen-pri.bham.sch.uk/,Primary,Community School,330,2442,"{""type"":""Point"",""coordinates"":[-1.96893601789355,52.4001941149742]}"
Twickenham Primary School,Twickenham Road,B44 0NR,409145,294323,http://www.twicknhm.bham.sch.uk/,Primary,Academy Converter,330,2449,"{""type"":""Point"",""coordinates"":[-1.86657441880916,52.5466912403114]}"
Uffculme School,Queensbridge Road,B13 8QB,407329,282451,http://www.uffculme.bham.sch.uk/,Special,Community School,330,7014,"{""type"":""Point"",""coordinates"":[-1.8936255841257,52.4399989637785]}"
Victoria School,Bell Hill,B31 1LD,402107,280246,http://www.victoria.bham.sch.uk/,Special,Community School,330,7009,"{""type"":""Point"",""coordinates"":[-1.97045828399793,52.4202198899522]}"
Walmley Infant School,Walmley Ash Road,B76 1JB,414279,293095,http://www.walmleyinfantschool.co.uk/,Infants,Foundation School,330,5203,"{""type"":""Point"",""coordinates"":[-1.79093386702887,52.5355424773616]}"
Walmley Junior School,Walmley Ash Road,B76 1JB,414339,293059,http://www.walmley-jun.bham.sch.uk/,Juniors,Foundation School,330,5202,"{""type"":""Point"",""coordinates"":[-1.79003615582871,52.5352172576954]}"
Ward End Primary School,Ingleton Road,B8 2RA,411512,288908,http://www.wardend.bham.sch.uk/,Primary,Community School,330,2108,"{""type"":""Point"",""coordinates"":[-1.8318554260986,52.4979667961256]}"
Warren Farm Primary School,Aylesbury Crescent,B44 0DT,408467,293748,http://www.warrenfarm-primary.co.uk/,Primary,Academy Converter,330,2068,"{""type"":""Point"",""coordinates"":[-1.87658691161529,52.54153294334]}"
Washwood Heath Academy,Burney Lane,B8 2AS,412368,288077,http://washwoodheath.com/,Secondary,Academy Converter,330,4084,"{""type"":""Point"",""coordinates"":[-1.81929172066632,52.4904866342438]}"
Washwood Heath Nursery School,201 Sladefield Road,B8 2SY,411431,288276,http://www.washwdhn.bham.sch.uk/,Nursery,LA Nursery School,330,1019,"{""type"":""Point"",""coordinates"":[-1.83307002668011,52.4922868763072]}"
Water Mill Primary School,Water Mill Close,B29 6TS,403691,283067,http://www.watrmill.bham.sch.uk/,Primary,Community School,330,2306,"{""type"":""Point"",""coordinates"":[-1.94712205987398,52.4455637300081]}"
Wattville Primary School,Wattville Road,B21 0DP,402992,289568,http://www.wattvilleprimary.bham.sch.uk/,Primary,Community School,330,2482,"{""type"":""Point"",""coordinates"":[-1.95735012637255,52.5040142857161]}"
Waverley School,Yardley Green Road,B9 5QA,411649,286411,http://www.waverley.bham.sch.uk/,All Through,Academy Converter,330,4009,"{""type"":""Point"",""coordinates"":[-1.82993853958799,52.4755161836678]}"
Waverley Studio College,311 Yardley Green Road,B9 5QA,411663,286452,http://waverleystudiocollege.co.uk/,Secondary,Free Schools,330,4010,"{""type"":""Point"",""coordinates"":[-1.82971631389645,52.4758844373628]}"
Welford Primary School,Welford Road,B20 2BL,405527,289591,http://www.welford.bham.sch.uk/,Primary,Community School,330,2308,"{""type"":""Point"",""coordinates"":[-1.92001853597022,52.5041991473187]}"
Welsh House Farm Community School and Special Needs Resources Base,Welsh House Farm Road,B32 2NG,401868,283878,http://www.welshhousefarm.bham.sch.uk/,Primary,Community School,330,2245,"{""type"":""Point"",""coordinates"":[-1.97395357338134,52.4528634828801]}"
Weoley Castle Nursery School,109 Weoley Castle Road,B29 5QD,402250,282207,http://www.weoleycastlenursery.co.uk/,Nursery,LA Nursery School,330,1020,"{""type"":""Point"",""coordinates"":[-1.96834305238834,52.4378487955546]}"
West Heath Nursery School,200 West Heath Road,B31 3HB,402679,278048,http://www.wesththn.bham.sch.uk/,Nursery,LA Nursery School,330,1014,"{""type"":""Point"",""coordinates"":[-1.96204963027254,52.4004573454618]}"
West Heath Primary School,Rednal Road,B38 8HU,403160,277974,http://www.westheathprimary.bham.sch.uk/,Primary,Community School,330,2019,"{""type"":""Point"",""coordinates"":[-1.9549807504871,52.3997896282594]}"
Westminster Primary School,Stamford Road,B20 3PN,406322,290223,http://www.westmnst.bham.sch.uk/page/default.asp?title=Home&pid=1,Primary,Community School,330,2471,"{""type"":""Point"",""coordinates"":[-1.90828002765239,52.5098722838677]}"
Wheelers Lane Primary School,Wheelers Lane,B13 0SF,407736,281181,http://web.wheelerslane-pri.bham.sch.uk/,Primary,Community School,330,2011,"{""type"":""Point"",""coordinates"":[-1.88766435340929,52.4285716668891]}"
Wheelers Lane Technology College,Wheelers Lane,B13 0SF,407714,281254,http://www.wheelerslane.bham.sch.uk/,Secondary,Community School,330,4193,"{""type"":""Point"",""coordinates"":[-1.88798039729521,52.4292273315981]}"
Whitehouse Common Primary School,Cotysmore Road,B75 6BL,412893,297005,http://www.whitehousecommon.bham.sch.uk/,Primary,Foundation School,330,2478,"{""type"":""Point"",""coordinates"":[-1.81120188260176,52.5707268323972]}"
Wilkes Green Infant School (NC),Antrobus Road,B21 9NT,404418,290175,http://www.wilkgrni.bham.sch.uk/,Infants,Community School,330,2276,"{""type"":""Point"",""coordinates"":[-1.93634898373514,52.5094680472892]}"
Wilkes Green Junior School,Antrobus Road,B21 9NT,404372,290137,http://www.wilkgrnj.bham.sch.uk/,Juniors,Community School,330,2293,"{""type"":""Point"",""coordinates"":[-1.93701252021484,52.5091267918818]}"
Wilson Stuart School,Perry Common Road,B23 7AT,409042,292726,http://www.wilsonstuart.co.uk/,Special,Academy Special Converter,330,7031,"{""type"":""Point"",""coordinates"":[-1.86815085131132,52.5323451379197]}"
Woodcock Hill Primary School,Farwood Road,B31 1BS,401210,281475,http://www.woodcockhillschool.org/,Primary,Community School,330,2445,"{""type"":""Point"",""coordinates"":[-1.98364387191465,52.431271156006]}"
Woodgate Primary School,Lutley Grove,B32 3PN,399676,282142,http://www.woodgateprimary.co.uk/,Primary,Community School,330,2278,"{""type"":""Point"",""coordinates"":[-2.00619195663529,52.4372684036133]}"
Woodhouse Primary Academy,Woodhouse Road,B32 2DL,401212,284646,http://www.woodhouse.priacademy.co.uk/,Primary,Academy Sponsor Led,330,2136,"{""type"":""Point"",""coordinates"":[-1.98358947154823,52.4597695026194]}"
Woodthorpe Junior and Infant School,Greenwood Close,B14 6ET,407163,280159,http://www.woodthorpe-school.com/,Primary,Community School,330,2314,"{""type"":""Point"",""coordinates"":[-1.8961158591998,52.419387072133]}"
World's End Infant and Nursery School,Worlds End Lane,B32 2SA,401032,284055,http://www.worldsendinfant.bham.sch.uk/,Infants,Community School,330,2317,"{""type"":""Point"",""coordinates"":[-1.98624017802302,52.4544657283597]}"
World's End Junior School,Worlds End Lane,B32 2SA,400961,284049,http://www.wejs.org.uk/,Juniors,Community School,330,2225,"{""type"":""Point"",""coordinates"":[-1.98729965701243,52.4544029319955]}"
Wychall Primary School,Middle Field Road,B31 3EH,403473,278938,http://www.wychall.bham.sch.uk/,Primary,Academy Converter,330,2480,"{""type"":""Point"",""coordinates"":[-1.95038550128221,52.4084452822309]}"
Wylde Green Primary School,Green Lanes,B73 5JL,411593,293337,http://wyldegreenprimaryschool.org.uk/,Primary,Community School,330,2412,"{""type"":""Point"",""coordinates"":[-1.83050944532534,52.5377812060273]}"
Wyndcliffe Primary School,Little Green Lane,B9 5BG,409661,286409,http://www.wyndcliffe.bham.sch.uk/,Primary,Academy Sponsor Led,330,2146,"{""type"":""Point"",""coordinates"":[-1.85920699871494,52.4755454766852]}"
Yardley Primary School,Harvey Road,B26 1TD,412917,285278,https://intranet.yardley.bham.sch.uk/default.aspx,Primary,Community School,330,3421,"{""type"":""Point"",""coordinates"":[-1.81129915030114,52.4653112577843]}"
Yardley Wood Community Primary School,School Road,B14 4ER,409574,279763,http://www.ydlywood.bham.sch.uk/,Primary,Community School,330,2227,"{""type"":""Point"",""coordinates"":[-1.86066141036339,52.4157995695231]}"
Yardleys School,Reddings Lane,B11 3EY,410688,283651,http://www.yardleys-vle.com,Secondary,Academy Converter,330,4246,"{""type"":""Point"",""coordinates"":[-1.84415972061495,52.4507233567733]}"
Yarnfield Primary School,Yarnfield Road,B11 3PJ,411202,283118,http://www.yarnfld.bham.sch.uk/,Primary,Academy Sponsor Led,330,2122,"{""type"":""Point"",""coordinates"":[-1.83662608206671,52.4459236240517]}"
Yenton Primary School,Chester Road,B24 0ED,412050,292502,http://www.yenton.bham.sch.uk/,Primary,Community School,330,2485,"{""type"":""Point"",""coordinates"":[-1.82381645005258,52.5302648892817]}"
Yew Tree Community Junior and Infant School (NC),Yew Tree Road,B6 6RX,408053,290299,http://www.yewtree.bham.sch.uk/,Primary,Community School,330,2180,"{""type"":""Point"",""coordinates"":[-1.88278825874003,52.5105330689896]}"
Yorkmead Junior and Infant School,York Road,B28 8BB,410540,282541,http://www.yorkmead.co.uk/,Primary,Community School,330,2231,"{""type"":""Point"",""coordinates"":[-1.84637206363093,52.4407473048816]}"
